ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label
604,Waste,Cancelled,23.268706126444588,77.43151831032061,3,0,0.19211427409104162,478,0,0
605,Pothole,Pending,23.271396446627225,77.42884697919855,1,2,0.3144408093461928,422,1,2
606,Waste,Pending,23.270786970770843,77.42481791541572,3,2,0.03967904934374926,478,1,1
607,Streetlight,Completed,23.271790386440056,77.4289075111035,2,1,0.18714311652261667,319,0,0
608,Waste,Pending,23.27127034360336,77.43078360801081,3,2,0.3055820507938203,478,1,1
609,Streetlight,Pending,23.272099105430637,77.42704217686246,2,2,0.12671128014390362,319,1,1
610,Water Supply,Cancelled,23.26892952957688,77.43036671983957,4,0,0.39606763897650643,158,0,1
611,Waste,Cancelled,23.272634788131267,77.42996938030166,3,0,0.15334093537214954,478,0,2
612,Pothole,Pending,23.270395199209386,77.4311585829992,1,2,0.31992957545935324,422,1,2
613,Waste,Cancelled,23.27415052174525,77.43023916073683,3,0,0.1942407777819884,478,0,0
614,Streetlight,Completed,23.26862162436382,77.42805386211825,2,1,0.2462611985125643,319,0,0
615,Streetlight,Pending,23.27347192760633,77.43239314300334,2,2,0.13850456170954903,319,1,1
616,Pothole,Completed,23.270395821566925,77.42968294085395,1,1,0.31215789017517553,422,0,1
617,Pothole,Completed,23.26869716399277,77.42994539092099,1,1,0.27502360787460084,422,0,1
618,Drainage,Cancelled,23.26903222833189,77.42813346408187,0,0,0.32089911625198037,223,0,1
619,Waste,Pending,23.26935930538361,77.42911343549763,3,2,0.3004351829677952,478,1,1
620,Waste,Completed,23.270848331892804,77.42823039457195,3,1,0.2351314133727274,478,0,0
621,Drainage,Pending,23.271045670976072,77.42965410788015,0,2,0.5059268234103349,223,1,2
622,Streetlight,Pending,23.268852599992123,77.4334234169603,2,2,0.13400600036333735,319,1,1
623,Drainage,Pending,23.269951290815477,77.42725619771414,0,2,0.26553055584848156,223,1,2
624,Streetlight,Cancelled,23.274284540717225,77.42677287720426,2,0,0.04390250701595481,319,0,0
625,Drainage,Completed,23.273455086340203,77.43294234065499,0,1,0.1299599908795136,223,0,0
626,Pothole,Completed,23.27087264733935,77.4295813526457,1,1,0.41489284431593915,422,0,1
627,Streetlight,Completed,23.270076006956337,77.42866185452269,2,1,0.35958088251494863,319,0,0
628,Water Supply,Pending,23.270240062653436,77.4320798093748,4,2,0.21119935589817895,158,1,2
629,Streetlight,Pending,23.27122703594546,77.42878876892053,2,2,0.4039516431642844,319,1,2
630,Waste,Pending,23.267954414869603,77.4336520194271,3,2,0.09355796531992883,478,1,1
631,Waste,Pending,23.269485246925154,77.43135585174268,3,2,0.2694128178288219,478,1,1
632,Waste,Completed,23.266662831852244,77.42902417718372,3,1,0.08563576393468877,478,0,0
633,Waste,Pending,23.27079844624521,77.43431461642653,3,2,0.07025810313275115,478,1,1
634,Pothole,Pending,23.271294391879405,77.428788570154,1,2,0.4085809384907152,422,1,2
635,Streetlight,Pending,23.2690336270754,77.43148419074403,2,2,0.3163427322807707,319,1,1
636,Streetlight,Pending,23.27314797352658,77.43059858516082,2,2,0.19754151071134382,319,1,1
637,Pothole,Completed,23.267548468673994,77.4326034825788,1,1,0.14442269557068116,422,0,0
638,Streetlight,Cancelled,23.26707125023958,77.43312302239346,2,0,0.1315860450686229,319,0,0
639,Waste,Completed,23.27044890363712,77.43006400829813,3,1,0.44684043738283447,478,0,0
640,Waste,Completed,23.272094196605224,77.42849316425931,3,1,0.1897418566714882,478,0,0
641,Waste,Pending,23.273367855382915,77.43091994428589,3,2,0.13006846923918242,478,1,0
642,Pothole,Pending,23.26908223147426,77.4286445692605,1,2,0.38621002859671516,422,1,2
643,Waste,Pending,23.272157361666864,77.43402677449507,3,2,0.0857938463818645,478,1,1
644,Waste,Completed,23.269922983060997,77.43027307066217,3,1,0.7397691238122978,478,0,0
645,Pothole,Completed,23.26965474540012,77.42926935689738,1,1,0.2816604977806974,422,0,1
646,Drainage,Pending,23.27176731987497,77.43036936061173,0,2,0.1767892062507302,223,1,2
647,Waste,Pending,23.271304645756825,77.42730574742095,3,2,0.21096811414378466,478,1,1
648,Streetlight,Completed,23.26684721568603,77.42805677192298,2,1,0.13287722619408646,319,0,0
649,Streetlight,Completed,23.272953080699452,77.4324008278159,2,1,0.1385996971237409,319,0,0
650,Drainage,Cancelled,23.272760182708293,77.42868621144207,0,0,0.3530437476015508,223,0,1
651,Water Supply,Completed,23.26874887459698,77.42790617803465,4,1,0.28405890016983676,158,0,1
652,Waste,Pending,23.270791607066876,77.43107330550507,3,2,0.46070828517728935,478,1,1
653,Waste,Pending,23.270988060372567,77.43237140830934,3,2,0.2841642602575118,478,1,1
654,Drainage,Pending,23.27052134753165,77.43143790662134,0,2,0.27127048055433894,223,1,2
655,Pothole,Pending,23.268899389692308,77.43199209537161,1,2,0.17410903278586626,422,1,1
656,Streetlight,Pending,23.268656753264125,77.42848640982287,2,2,0.17840145764539575,319,1,1
657,Streetlight,Completed,23.269948891858014,77.42715637866652,2,1,0.22298878027630123,319,0,0
658,Streetlight,Completed,23.27234545803852,77.43300266730392,2,1,0.13236539996731725,319,0,0
659,Water Supply,Pending,23.27108720030919,77.42935464032232,4,2,0.32110781423996776,158,1,2
660,Water Supply,Completed,23.269258771335828,77.4294983339671,4,1,0.18965111563424153,158,0,1
661,Streetlight,Pending,23.271543397421297,77.4326563882837,2,2,0.192203876055418,319,1,1
662,Waste,Pending,23.26430291475874,77.43111246001881,3,2,0.046285667050112535,478,1,0
663,Drainage,Pending,23.272297531400746,77.43091177554417,0,2,0.3292394132858645,223,1,2
664,Waste,Pending,23.26652057244244,77.43433000468981,3,2,0.07493718066511067,478,1,1
665,Waste,Pending,23.269275118117193,77.42871296353924,3,2,0.358361606366345,478,1,1
666,Drainage,Pending,23.267760660210747,77.43185568025616,0,2,0.17625514709689785,223,1,1
667,Waste,Pending,23.267410637048556,77.4301140262498,3,2,0.19536820024972265,478,1,1
668,Waste,Cancelled,23.272321653574757,77.43053718455774,3,0,0.26671095986846205,478,0,0
669,Waste,Pending,23.269064597597374,77.43305693685284,3,2,0.18977308638883816,478,1,1
670,Drainage,Pending,23.270693007763462,77.43101567151258,0,2,0.442352765099536,223,1,2
671,Pothole,Pending,23.26990615884224,77.4310765921581,1,2,0.37480861039745544,422,1,2
672,Streetlight,Completed,23.270954081654445,77.43214501467463,2,1,0.29844397292480856,319,0,0
673,Waste,Pending,23.27015364378212,77.42927009454093,3,2,0.19929904971476287,478,1,1
674,Drainage,Completed,23.267434015551625,77.42832158066533,0,1,0.11469979811147073,223,0,0
675,Drainage,Pending,23.271992533638898,77.42791038161197,0,2,0.20354978298490636,223,1,2
676,Pothole,Completed,23.269012486833677,77.42606728682125,1,1,0.10362819000676946,422,0,0
677,Pothole,Completed,23.26688683620268,77.43411241425989,1,1,0.09579332248806113,422,0,0
678,Waste,Pending,23.269143769678067,77.42779358326857,3,2,0.25080954843670267,478,1,1
679,Water Supply,Pending,23.273001519581268,77.42955749275283,4,2,0.15798999147791973,158,1,2
680,Streetlight,Pending,23.271700443484228,77.42944637340022,2,2,0.38744785876557175,319,1,1
681,Water Supply,Completed,23.269302695731184,77.43061481339562,4,1,0.20765948760155634,158,0,1
682,Pothole,Pending,23.269301484591363,77.43163147442509,1,2,0.36684839682222026,422,1,2
683,Drainage,Pending,23.269356729897567,77.43172094697672,0,2,0.33574249738947975,223,1,2
684,Drainage,Cancelled,23.27415349596712,77.42883384512287,0,0,0.07769739807024592,223,0,1
685,Streetlight,Pending,23.270763870904464,77.42966575657243,2,2,0.3550721453905956,319,1,1
686,Water Supply,Completed,23.27086008329438,77.43056515990098,4,1,0.43160170882405,158,0,1
687,Pothole,Completed,23.272060566908063,77.42950261774764,1,1,0.19896011725614215,422,0,1
688,Waste,Pending,23.27047757831805,77.43321469115205,3,2,0.1327652439954314,478,1,1
689,Streetlight,Pending,23.26948191570836,77.43098194990328,2,2,0.3007470894991407,319,1,1
690,Streetlight,Pending,23.26960730030183,77.43146975557211,2,2,0.28108539243941266,319,1,1
691,Streetlight,Completed,23.26985679748117,77.43132576253734,2,1,0.2689859668632764,319,0,0
692,Waste,Completed,23.26992555552698,77.43234694771498,3,1,0.1673986132716651,478,0,0
693,Pothole,Completed,23.271455259087272,77.43036204311741,1,1,0.1875695402234978,422,0,1
694,Pothole,Cancelled,23.270103891771615,77.4274063361041,1,0,0.30483016651119,422,0,1
695,Pothole,Completed,23.27146528015443,77.43079937590352,1,1,0.39195605386899507,422,0,1
696,Streetlight,Pending,23.269838566839784,77.42869728621243,2,2,0.3398645457872538,319,1,1
697,Streetlight,Pending,23.270157270380633,77.42894276663651,2,2,0.3120034174729691,319,1,1
698,Waste,Completed,23.266003598630935,77.43117272803752,3,1,0.06357210470705509,478,0,0
699,Pothole,Pending,23.271832655349403,77.43247656614287,1,2,0.1886364582061079,422,1,1
700,Waste,Pending,23.270692976951796,77.43004254315348,3,2,0.489617796094526,478,1,1
701,Waste,Completed,23.271996020219717,77.4306176660252,3,1,0.2181380413230158,478,0,0
702,Drainage,Pending,23.264207489243613,77.43340442988928,0,2,0.03180699475323377,223,1,1
703,Water Supply,Cancelled,23.274176749409563,77.43048150635899,4,0,0.15335687238133214,158,0,1
704,Pothole,Completed,23.26972082074369,77.43520336622836,1,1,0.06747015290424838,422,0,0
705,Drainage,Pending,23.272216365633476,77.43113101929127,0,2,0.333494710259891,223,1,2
706,Drainage,Cancelled,23.267920188145748,77.4264784744817,0,0,0.1656280928256602,223,0,1
707,Drainage,Pending,23.27122554781013,77.43150668324222,0,2,0.18768503313105875,223,1,2
708,Waste,Pending,23.267893168873652,77.43076231676977,3,2,0.147447057080905,478,1,1
709,Water Supply,Completed,23.26875246207861,77.43257950550817,4,1,0.28072851684745687,158,0,1
710,Pothole,Pending,23.273828062707732,77.43134636270254,1,2,0.09500383673647347,422,1,1
711,Pothole,Completed,23.269618635198473,77.42972308803203,1,1,0.21371337618526112,422,0,1
712,Waste,Pending,23.27043486574636,77.42755140352743,3,2,0.45664705031919295,478,1,1
713,Pothole,Completed,23.27174013546138,77.42958195348544,1,1,0.3250768437456439,422,0,1
714,Waste,Pending,23.270991363775945,77.42829895909159,3,2,0.29523787065493584,478,1,1
715,Waste,Completed,23.27030083781029,77.4288389531004,3,1,0.34795914339573053,478,0,0
716,Pothole,Completed,23.270729922004932,77.43117715680884,1,1,0.37487781756076133,422,0,1
717,Drainage,Pending,23.274806831170476,77.43333980900871,0,2,0.049122147645150216,223,1,1
718,Drainage,Pending,23.269884762405933,77.43078934305966,0,2,0.25169071150475825,223,1,2
719,Pothole,Pending,23.27040219809343,77.42760823387593,1,2,0.5033909270666099,422,1,1
720,Drainage,Pending,23.272101308792013,77.43088920533644,0,2,0.3039633556134545,223,1,2
721,Drainage,Completed,23.272211051865916,77.43239326297329,0,1,0.26057062761834426,223,0,0
722,Drainage,Completed,23.27237406061112,77.42878043419137,0,1,0.20892780217026535,223,0,1
723,Waste,Pending,23.271277460444058,77.42973196566666,3,2,0.4027745346950633,478,1,1
724,Streetlight,Pending,23.26771399017454,77.43002937638947,2,2,0.19489575145581323,319,1,1
725,Water Supply,Pending,23.2732668630646,77.42843020337384,4,2,0.22881040002478992,158,1,2
726,Streetlight,Completed,23.26770730921396,77.4312965608677,2,1,0.16127717632517113,319,0,0
727,Pothole,Pending,23.27060527093048,77.4297581037028,1,2,0.3961072153829846,422,1,2
728,Pothole,Cancelled,23.26849144829996,77.43083906488782,1,0,0.3879641088345315,422,0,1
729,Streetlight,Completed,23.269871723306817,77.4282250156444,2,1,0.1995226506581467,319,0,0
730,Pothole,Pending,23.270657524820606,77.42912508339936,1,2,0.21188479433288437,422,1,2
731,Waste,Pending,23.2706427144309,77.43144476271566,3,2,0.258685069734015,478,1,1
732,Pothole,Cancelled,23.27084384150847,77.42925433369582,1,0,0.3402179128937159,422,0,1
733,Drainage,Pending,23.273227422538117,77.43345392770247,0,2,0.09274268100739652,223,1,1
734,Drainage,Pending,23.270907068603027,77.42920072762878,0,2,0.317906714561164,223,1,2
735,Waste,Pending,23.26951168672942,77.43044936945151,3,2,0.21552234678894186,478,1,1
736,Water Supply,Completed,23.271928174336576,77.43186518166375,4,1,0.20653762018460947,158,0,1
737,Pothole,Completed,23.27237894097785,77.42716326853414,1,1,0.14671430011981337,422,0,0
738,Streetlight,Completed,23.26754478436973,77.42647838237605,2,1,0.10592655365184077,319,0,0
739,Drainage,Completed,23.2711948001397,77.42694868737087,0,1,0.14248558444087026,223,0,0
740,Drainage,Completed,23.27140234548462,77.43252516820687,0,1,0.19963761214393672,223,0,1
741,Water Supply,Cancelled,23.26940487299328,77.42889628370823,4,0,0.37086123648446667,158,0,1
742,Pothole,Pending,23.272751413626622,77.43511639857134,1,2,0.07520182782156902,422,1,1
743,Drainage,Pending,23.269699888825933,77.42887150480269,0,2,0.2957505551707693,223,1,2
744,Waste,Completed,23.270251152906944,77.4303691026064,3,1,0.342300654434107,478,0,0
745,Streetlight,Completed,23.269653856351432,77.43308421990514,2,1,0.1847374255701494,319,0,0
746,Streetlight,Completed,23.27003115809516,77.43401218577633,2,1,0.0780586886436872,319,0,0
747,Streetlight,Pending,23.267807449826208,77.43412300715327,2,2,0.08192787900130122,319,1,1
748,Waste,Completed,23.26711989823481,77.43241673246119,3,1,0.14004413364338697,478,0,0
749,Drainage,Completed,23.27318901012645,77.43204812505164,0,1,0.14646740594440333,223,0,0
750,Waste,Pending,23.268306077303365,77.4311850538984,3,2,0.1960683183039313,478,1,1
751,Waste,Pending,23.251556722152333,77.4038023813715,3,2,0.0870020287913903,478,1,1
752,Streetlight,Pending,23.24889762856734,77.39987867837237,2,2,0.3816066180249577,319,1,1
753,Pothole,Pending,23.248363602233155,77.39858318646618,1,2,0.34527554601693045,422,1,2
754,Drainage,Pending,23.24999325108518,77.39697257121477,0,2,0.21471971214835703,223,1,1
755,Pothole,Completed,23.24965963075495,77.3963937206475,1,1,0.2140062215859846,422,0,0
756,Waste,Pending,23.249093543901346,77.396831728114,3,2,0.19678341662671764,478,1,1
757,Drainage,Completed,23.251392774894914,77.40053425330203,0,1,0.1929171428197187,223,0,1
758,Pothole,Completed,23.25191061041714,77.40101745004647,1,1,0.18605480186543302,422,0,0
759,Waste,Completed,23.250176813772583,77.39683761859594,3,1,0.2090986296349737,478,0,0
760,Streetlight,Pending,23.252955060162112,77.40179007662816,2,2,0.1556807275764219,319,1,1
761,Pothole,Pending,23.247716621771733,77.39903387789664,1,2,0.20258446414425552,422,1,1
762,Streetlight,Completed,23.24961268108144,77.40029358602398,2,1,0.37688279932015567,319,0,0
763,Pothole,Pending,23.248566355358793,77.40322444125651,1,2,0.11438912432813332,422,1,1
764,Drainage,Cancelled,23.246266926765855,77.40179367863173,0,0,0.06963377737786867,223,0,0
765,Drainage,Completed,23.249834638628315,77.39946293870419,0,1,0.291661347857771,223,0,2
766,Streetlight,Completed,23.24975650498323,77.39821761554917,2,1,0.18429540653560486,319,0,0
767,Waste,Cancelled,23.253026899486485,77.39569636919735,3,0,0.06177897346546976,478,0,0
768,Drainage,Pending,23.25126162336911,77.39856169336151,0,2,0.1926237831230451,223,1,2
769,Streetlight,Pending,23.24795162635134,77.39957773952236,2,2,0.2539324534297502,319,1,1
770,Streetlight,Completed,23.25370818513267,77.3980256409457,2,1,0.14332692306102915,319,0,0
771,Pothole,Pending,23.25244206739105,77.39973748606582,1,2,0.2634686112549525,422,1,1
772,Drainage,Cancelled,23.251164195406936,77.40015370376592,0,0,0.3108326814167356,223,0,1
773,Streetlight,Pending,23.2495470318023,77.3995502880364,2,2,0.2608778400615261,319,1,1
774,Waste,Pending,23.248081121526553,77.39869999483835,3,2,0.2919880202775331,478,1,1
775,Pothole,Completed,23.24925558644786,77.40033730934394,1,1,0.29885582696403057,422,0,1
776,Drainage,Completed,23.25217749723941,77.40088388129915,0,1,0.2389594404457094,223,0,1
777,Waste,Pending,23.253769172611868,77.39781920184512,3,2,0.11938068323461691,478,1,1
778,Water Supply,Pending,23.253086487056542,77.4028218647595,4,2,0.11003811305656717,158,1,2
779,Streetlight,Completed,23.249022301156423,77.39980282373544,2,1,0.7340084839893499,319,0,0
780,Streetlight,Pending,23.24776076513342,77.4000376992459,2,2,0.28127436580880305,319,1,1
781,Waste,Completed,23.25028177249382,77.40141642884652,3,1,0.18928692989312434,478,0,0
782,Waste,Pending,23.24646312126887,77.40046643226253,3,2,0.140578314233626,478,1,1
783,Water Supply,Completed,23.25064633542837,77.40190627326783,4,1,0.2815873802861776,158,0,1
784,Waste,Completed,23.2497047948274,77.40057424833041,3,1,0.5164380619151142,478,0,0
785,Drainage,Pending,23.249067926996265,77.39877512525072,0,2,0.2115748858260912,223,1,2
786,Pothole,Completed,23.246810593865465,77.40072300705042,1,1,0.13034117367401923,422,0,0
787,Waste,Completed,23.25102720021314,77.39771254758537,3,1,0.26870677418299194,478,0,0
788,Waste,Pending,23.248934598320677,77.40021711941156,3,2,0.3603563290217383,478,1,1
789,Pothole,Cancelled,23.24766016632858,77.39993354001872,1,0,0.24946431347514175,422,0,1
790,Water Supply,Completed,23.244255475573436,77.39958376628546,4,1,0.08190769152075662,158,0,1
791,Pothole,Pending,23.249944970189897,77.39974292497713,1,2,0.38610889216815486,422,1,2
792,Pothole,Pending,23.25354450319334,77.39623630190901,1,2,0.07288188254972613,422,1,1
793,Pothole,Cancelled,23.253322518429098,77.39890255018453,1,0,0.12205181531120324,422,0,0
794,Pothole,Pending,23.24908580748683,77.40018568980229,1,2,0.2957099314776547,422,1,2
795,Pothole,Completed,23.24879557587928,77.400319712784,1,1,0.3624952958055185,422,0,1
796,Drainage,Completed,23.25093754851215,77.39794464971816,0,1,0.23928706609397496,223,0,1
797,Pothole,Pending,23.248003229121625,77.40253141568174,1,2,0.11508127693903833,422,1,1
798,Pothole,Pending,23.25060358379964,77.39826765030358,1,2,0.32081852521905696,422,1,2
799,Waste,Completed,23.25153216055677,77.40193891440106,3,1,0.1956230180481377,478,0,0
800,Water Supply,Pending,23.25245386644777,77.40085438872374,4,2,0.2526627892183565,158,1,2
801,Waste,Completed,23.24979969184704,77.39870754538032,3,1,0.29867738571136715,478,0,0
802,Waste,Pending,23.249592652499647,77.40355062178523,3,2,0.11573957704531188,478,1,1
803,Streetlight,Completed,23.248244034826488,77.39761272633649,2,1,0.14270191251568018,319,0,0
804,Streetlight,Completed,23.24834623929192,77.40183830834722,2,1,0.18416511903445235,319,0,0
805,Pothole,Pending,23.249547042216197,77.40200116463609,1,2,0.14220124251092447,422,1,1
806,Pothole,Completed,23.250734731013633,77.39865875958185,1,1,0.47844554271635703,422,0,1
807,Drainage,Pending,23.251827169252465,77.40278493060013,0,2,0.19546758278242443,223,1,1
808,Waste,Pending,23.24839364209864,77.3994999069708,3,2,0.25916922693022604,478,1,1
809,Drainage,Pending,23.25298537713792,77.40057738725856,0,2,0.15562568736675855,223,1,2
810,Streetlight,Completed,23.249457752797916,77.40052064367755,2,1,0.7010304122402523,319,0,0
811,Pothole,Pending,23.249957265411304,77.39973138251706,1,2,0.3825430988985305,422,1,2
812,Pothole,Completed,23.248505576641705,77.40162161654632,1,1,0.18733419332972598,422,0,0
813,Waste,Completed,23.245151519479453,77.40158697744111,3,1,0.06999667550989916,478,0,0
814,Drainage,Pending,23.251768090792723,77.39650293605352,0,2,0.10812489035181048,223,1,1
815,Pothole,Pending,23.251473687794185,77.40260868048576,1,2,0.28921622618830983,422,1,1
816,Pothole,Cancelled,23.249437344885763,77.39667501602393,1,0,0.27684333016513907,422,0,0
817,Streetlight,Completed,23.25013398143445,77.40206509240869,2,1,0.3521770654049123,319,0,0
818,Water Supply,Completed,23.25103187843541,77.40225341027366,4,1,0.22989530906858854,158,0,1
819,Pothole,Completed,23.246874908286227,77.39781806713958,1,1,0.08752365552240284,422,0,0
820,Water Supply,Pending,23.248941894645306,77.3991783714241,4,2,0.23821968111109165,158,1,2
821,Pothole,Completed,23.251588529359243,77.39778859066304,1,1,0.21702953007092052,422,0,0
822,Waste,Pending,23.24749142115366,77.39957015793942,3,2,0.18596782162767048,478,1,1
823,Waste,Pending,23.250587115864334,77.39938393143163,3,2,0.33343643343613794,478,1,1
824,Pothole,Pending,23.247286836390753,77.40155932106454,1,2,0.20302538253012514,422,1,1
825,Waste,Pending,23.250932859964863,77.40262061749225,3,2,0.18678974232194365,478,1,1
826,Waste,Pending,23.24992871703541,77.40279136762159,3,2,0.1607607162843432,478,1,1
827,Water Supply,Cancelled,23.24676973636819,77.39887566394685,4,0,0.08524216133850385,158,0,1
828,Drainage,Pending,23.252329478708916,77.39958155625251,0,2,0.2946145335587851,223,1,2
829,Streetlight,Completed,23.248530816846404,77.39663312361556,2,1,0.09053170949597716,319,0,0
830,Waste,Pending,23.24837949512597,77.39838825986702,3,2,0.2706134838820916,478,1,1
831,Waste,Pending,23.250401138394466,77.4019297032662,3,2,0.30250676474596233,478,1,1
832,Waste,Completed,23.252297274698854,77.4032311656471,3,1,0.09732872474197236,478,0,0
833,Streetlight,Completed,23.247968356362044,77.39753130225624,2,1,0.1135077267480213,319,0,0
834,Water Supply,Completed,23.250123359699696,77.3988150714817,4,1,0.31958664344856297,158,0,1
835,Pothole,Pending,23.25085763300066,77.39994718848608,1,2,0.3131020158968126,422,1,2
836,Waste,Completed,23.251386211214527,77.40056032231765,3,1,0.18535457087971266,478,0,0
837,Pothole,Pending,23.250352883110555,77.39838079296017,1,2,0.36177017874743583,422,1,2
838,Pothole,Pending,23.24926594432183,77.40084812208893,1,2,0.3326997217307063,422,1,2
839,Pothole,Completed,23.248344819558703,77.39905232130586,1,1,0.26244710198676224,422,0,1
840,Streetlight,Pending,23.25017228776609,77.39997109545826,2,2,0.2123916111743055,319,1,1
841,Streetlight,Pending,23.24785572197603,77.40109256849601,2,2,0.24629761884141227,319,1,1
842,Waste,Completed,23.24415729903301,77.40001284453963,3,1,0.07246208297130588,478,0,0
843,Waste,Completed,23.250873119608315,77.39912722821896,3,1,0.32763552526929723,478,0,0
844,Water Supply,Completed,23.25180786968217,77.39978078039215,4,1,0.34622400693393673,158,0,1
845,Waste,Pending,23.245274135128916,77.3998232740816,3,2,0.06400375844846498,478,1,1
846,Waste,Pending,23.24798053859058,77.39925997794025,3,2,0.23055294986479807,478,1,1
847,Waste,Pending,23.25123830852201,77.39948240787467,3,2,0.22408887715679676,478,1,1
848,Waste,Cancelled,23.254114990939424,77.40319729434101,3,0,0.06608077632307144,478,0,0
849,Pothole,Completed,23.25004158741535,77.40112183889589,1,1,0.30602422107830995,422,0,1
850,Drainage,Completed,23.24854399411754,77.39940903936395,0,1,0.2595999152409039,223,0,1
851,Pothole,Pending,23.24963420711779,77.40139390880903,1,2,0.4093043952545847,422,1,2
852,Pothole,Completed,23.252749752838294,77.3993323610205,1,1,0.2248648628905842,422,0,0
853,Streetlight,Pending,23.24870807164175,77.40234624927518,2,2,0.10593546928145542,319,1,1
854,Pothole,Completed,23.2484016159867,77.4007392843844,1,1,0.2198782156750917,422,0,1
855,Drainage,Cancelled,23.249034512955635,77.399785395712,0,0,0.755009484973046,223,0,1
856,Drainage,Cancelled,23.248093342783484,77.40089543385163,0,0,0.272340979104221,223,0,1
857,Waste,Pending,23.250245340631988,77.39685824769587,3,2,0.19032700569400032,478,1,0
858,Drainage,Pending,23.25324935691694,77.39774646506218,0,2,0.10780891252503003,223,1,1
859,Pothole,Cancelled,23.250646158546232,77.39761214998721,1,0,0.18277685185211862,422,0,1
860,Water Supply,Completed,23.249495292995743,77.40028588618954,4,1,0.4143392629901494,158,0,1
861,Pothole,Pending,23.24941637746217,77.40346502999897,1,2,0.12960722752639287,422,1,1
862,Water Supply,Completed,23.246873618382608,77.40446260029239,4,1,0.06074924365355884,158,0,1
863,Drainage,Pending,23.251766219554295,77.40127610220289,0,2,0.1754800146139774,223,1,2
864,Waste,Pending,23.249844325605977,77.40100168894989,3,2,0.3603552702337994,478,1,1
865,Pothole,Completed,23.24963904017282,77.3963978845317,1,1,0.21799367726710128,422,0,0
866,Water Supply,Completed,23.25638621513569,77.39891465240053,4,1,0.026602871942237014,158,0,1
867,Drainage,Pending,23.25059750581673,77.39842443249618,0,2,0.3381066106245488,223,1,2
868,Waste,Pending,23.24849641789981,77.39875830480351,3,2,0.47700074781887436,478,1,1
869,Streetlight,Completed,23.249147284807588,77.39966371236284,2,1,0.5410902526783148,319,0,0
870,Pothole,Completed,23.252296891418393,77.39905581884462,1,1,0.16078489447959074,422,0,0
871,Waste,Completed,23.250226540821075,77.39604140037926,3,1,0.16779066496706285,478,0,0
872,Pothole,Pending,23.247123444043364,77.40149582051224,1,2,0.16274912406078337,422,1,1
873,Waste,Cancelled,23.25183845786915,77.39785451394853,3,0,0.19825430553469936,478,0,0
874,Drainage,Cancelled,23.24866371182892,77.40047849372823,0,0,0.2393729210056627,223,0,1
875,Pothole,Pending,23.253746595552435,77.4041481653395,1,2,0.04394067881897369,422,1,2
876,Drainage,Pending,23.25216009613143,77.39816123081684,0,2,0.15933699117316386,223,1,2
877,Waste,Completed,23.249105356208684,77.39493942495452,3,1,0.05034067067329341,478,0,0
878,Pothole,Completed,23.25256203272347,77.39942799155625,1,1,0.2627668706626214,422,0,0
879,Waste,Cancelled,23.250135711021056,77.40220191927,3,0,0.298950302362282,478,0,0
880,Waste,Completed,23.251705547350245,77.40391669490845,3,1,0.08168353947570821,478,0,0
881,Waste,Completed,23.25096946563459,77.3975409008111,3,1,0.2889635778618865,478,0,0
882,Waste,Pending,23.248307286690014,77.40099339844647,3,2,0.210608993906796,478,1,1
883,Streetlight,Pending,23.248712900335367,77.39906937908644,2,2,0.28038622096670335,319,1,2
884,Waste,Pending,23.25205992163516,77.3997881032914,3,2,0.34284163815218704,478,1,1
885,Pothole,Completed,23.249330449335787,77.40528868669404,1,1,0.04090999372759286,422,0,0
886,Pothole,Completed,23.249192703073515,77.39699405934321,1,1,0.197772010078735,422,0,0
887,Drainage,Pending,23.248089754841303,77.400507479323,0,2,0.2433298293070384,223,1,1
888,Water Supply,Completed,23.250847198131183,77.40093538634353,4,1,0.1288045318398167,158,0,1
889,Pothole,Pending,23.254125049838485,77.40217157264989,1,2,0.09415974307121931,422,1,1
890,Pothole,Completed,23.247864934171492,77.40019596630695,1,1,0.26372107371384695,422,0,1
891,Waste,Pending,23.250048438913343,77.40061610107901,3,2,0.37463843116511114,478,1,1
892,Water Supply,Completed,23.252824441110832,77.39921670286516,4,1,0.18577211307145783,158,0,1
893,Waste,Completed,23.24984071721751,77.4005382538825,3,1,0.40997436224102507,478,0,0
894,Waste,Completed,23.2509047435925,77.39931361544902,3,1,0.3512608516923131,478,0,0
895,Waste,Cancelled,23.247875212943708,77.40124314377972,3,0,0.1979838922614816,478,0,0
896,Pothole,Pending,23.250856614194415,77.39926077932792,1,2,0.4015791153792355,422,1,2
897,Waste,Pending,23.249625711469992,77.40075420078782,3,2,0.35988652171867963,478,1,1
898,Drainage,Pending,23.25197145999136,77.39994147437264,0,2,0.5722894600394862,223,1,2
899,Waste,Pending,23.252374772103128,77.40225210050156,3,2,0.1396542418068482,478,1,1
900,Streetlight,Completed,23.25517912728404,77.39989721255283,2,1,0.03360526564059631,319,0,0
901,Waste,Completed,23.251159266346427,77.39645393506359,3,1,0.10304779806539487,478,0,0
902,Waste,Completed,23.250651592633165,77.40252384300143,3,1,0.18822079856657298,478,0,0
903,Water Supply,Pending,23.250388768603155,77.39818853539828,4,2,0.28724043897748175,158,1,2
904,Waste,Completed,23.249293667414378,77.3986924673227,3,1,0.19331012902868935,478,0,0
905,Drainage,Pending,23.250676967686925,77.39880867741192,0,2,0.4090343438543362,223,1,2
