ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label,cluster_id
579,Streetlight,Completed,23.26683219435303,77.42758061051433,2,1,0.1040927230559259,319,0,0,2
580,Streetlight,Pending,23.271520829312287,77.43119985746,2,2,0.3196565741929549,319,1,1,2
581,Waste,Pending,23.2715716003173,77.4330615016647,3,2,0.1479854231491235,478,1,1,2
582,Pothole,Cancelled,23.27085091512357,77.4324375237034,1,0,0.2307052368963397,422,0,1,2
583,Streetlight,Pending,23.26806604771374,77.42957311425815,2,2,0.2781252564671883,319,1,1,2
584,Streetlight,Pending,23.269904577287715,77.43298145227371,2,2,0.1614634724921855,319,1,1,2
585,Waste,Pending,23.26999279492182,77.43029733491441,3,2,0.6684562137289839,478,1,1,2
586,Streetlight,Completed,23.267683270621617,77.42932582805777,2,1,0.172891752417151,319,0,0,2
587,Waste,Completed,23.273006796603532,77.42877319467293,3,1,0.2905344066697311,478,0,0,2
588,Pothole,Pending,23.27175472458115,77.42939506062703,1,2,0.3957257176490673,422,1,2,2
589,Drainage,Completed,23.26955807165234,77.42922364636293,0,1,0.2924819987829694,223,0,1,2
590,Streetlight,Pending,23.27005377167799,77.43034083244476,2,2,0.4961171806119536,319,1,1,2
591,Waste,Pending,23.270416765615895,77.4303211479621,3,2,0.3549117991303823,478,1,1,2
592,Streetlight,Completed,23.26591653026315,77.43000609204032,2,1,0.063876067624352,319,0,0,2
593,Streetlight,Pending,23.26950564523496,77.4308738763395,2,2,0.2780409400945767,319,1,1,2
594,Drainage,Pending,23.26863603150401,77.43238129254958,0,2,0.2523267716319611,223,1,1,2
595,Streetlight,Pending,23.26799675998021,77.43189910827088,2,2,0.1897194263093737,319,1,1,2
596,Streetlight,Completed,23.269437799414227,77.4270302040631,2,1,0.1405587921237277,319,0,0,2
597,Pothole,Pending,23.2735953730537,77.4248921577302,1,2,0.0270955328806181,422,1,1,2
598,Waste,Completed,23.271281685722535,77.43186863982248,3,1,0.1746999651513654,478,0,0,2
599,Waste,Pending,23.268857642020436,77.42726624260318,3,2,0.5599079396158037,478,1,1,2
600,Pothole,Completed,23.27114516556271,77.42955046919622,1,1,0.4340460884464975,422,0,0,2
601,Streetlight,Pending,23.27279871087317,77.4276597739479,2,2,0.1675341533386974,319,1,1,2
602,Pothole,Completed,23.271849267365827,77.42639603912485,1,1,0.1085401614274446,422,0,0,2
603,Waste,Pending,23.27011926073984,77.43108292545642,3,2,0.3411057459344949,478,1,1,2
604,Waste,Cancelled,23.268706126444588,77.43151831032061,3,0,0.1921142740910416,478,0,0,2
605,Pothole,Pending,23.271396446627225,77.42884697919855,1,2,0.3144408093461928,422,1,2,2
606,Waste,Pending,23.270786970770843,77.42481791541572,3,2,0.0396790493437492,478,1,1,2
607,Streetlight,Completed,23.271790386440056,77.4289075111035,2,1,0.1871431165226166,319,0,0,2
608,Waste,Pending,23.27127034360336,77.43078360801081,3,2,0.3055820507938203,478,1,1,2
609,Streetlight,Pending,23.272099105430637,77.42704217686246,2,2,0.1267112801439036,319,1,1,2
610,Water Supply,Cancelled,23.26892952957688,77.43036671983957,4,0,0.3960676389765064,158,0,1,2
611,Waste,Cancelled,23.272634788131267,77.42996938030166,3,0,0.1533409353721495,478,0,2,2
612,Pothole,Pending,23.270395199209386,77.4311585829992,1,2,0.3199295754593532,422,1,2,2
613,Waste,Cancelled,23.27415052174525,77.43023916073683,3,0,0.1942407777819884,478,0,0,2
614,Streetlight,Completed,23.26862162436382,77.42805386211825,2,1,0.2462611985125643,319,0,0,2
615,Streetlight,Pending,23.27347192760633,77.43239314300334,2,2,0.138504561709549,319,1,1,2
616,Pothole,Completed,23.270395821566925,77.42968294085395,1,1,0.3121578901751755,422,0,1,2
617,Pothole,Completed,23.26869716399277,77.42994539092099,1,1,0.2750236078746008,422,0,1,2
618,Drainage,Cancelled,23.26903222833189,77.42813346408187,0,0,0.3208991162519803,223,0,1,2
619,Waste,Pending,23.26935930538361,77.42911343549763,3,2,0.3004351829677952,478,1,1,2
620,Waste,Completed,23.270848331892804,77.42823039457195,3,1,0.2351314133727274,478,0,0,2
621,Drainage,Pending,23.271045670976072,77.42965410788015,0,2,0.5059268234103349,223,1,2,2
622,Streetlight,Pending,23.268852599992123,77.4334234169603,2,2,0.1340060003633373,319,1,1,2
623,Drainage,Pending,23.269951290815477,77.42725619771414,0,2,0.2655305558484815,223,1,2,2
624,Streetlight,Cancelled,23.274284540717225,77.42677287720426,2,0,0.0439025070159548,319,0,0,2
625,Drainage,Completed,23.273455086340203,77.43294234065499,0,1,0.1299599908795136,223,0,0,2
626,Pothole,Completed,23.27087264733935,77.4295813526457,1,1,0.4148928443159391,422,0,1,2
627,Streetlight,Completed,23.270076006956337,77.42866185452269,2,1,0.3595808825149486,319,0,0,2
628,Water Supply,Pending,23.270240062653436,77.4320798093748,4,2,0.2111993558981789,158,1,2,2
629,Streetlight,Pending,23.27122703594546,77.42878876892053,2,2,0.4039516431642844,319,1,2,2
630,Waste,Pending,23.267954414869603,77.4336520194271,3,2,0.0935579653199288,478,1,1,2
631,Waste,Pending,23.269485246925154,77.43135585174268,3,2,0.2694128178288219,478,1,1,2
632,Waste,Completed,23.266662831852244,77.42902417718372,3,1,0.0856357639346887,478,0,0,2
633,Waste,Pending,23.27079844624521,77.43431461642653,3,2,0.0702581031327511,478,1,1,2
634,Pothole,Pending,23.271294391879405,77.428788570154,1,2,0.4085809384907152,422,1,2,2
635,Streetlight,Pending,23.2690336270754,77.43148419074403,2,2,0.3163427322807707,319,1,1,2
636,Streetlight,Pending,23.27314797352658,77.43059858516082,2,2,0.1975415107113438,319,1,1,2
637,Pothole,Completed,23.267548468673994,77.4326034825788,1,1,0.1444226955706811,422,0,0,2
638,Streetlight,Cancelled,23.26707125023958,77.43312302239346,2,0,0.1315860450686229,319,0,0,2
639,Waste,Completed,23.27044890363712,77.43006400829813,3,1,0.4468404373828344,478,0,0,2
640,Waste,Completed,23.272094196605224,77.42849316425931,3,1,0.1897418566714882,478,0,0,2
641,Waste,Pending,23.273367855382915,77.43091994428589,3,2,0.1300684692391824,478,1,0,2
642,Pothole,Pending,23.26908223147426,77.4286445692605,1,2,0.3862100285967151,422,1,2,2
643,Waste,Pending,23.272157361666864,77.43402677449507,3,2,0.0857938463818645,478,1,1,2
644,Waste,Completed,23.269922983060997,77.43027307066217,3,1,0.7397691238122978,478,0,0,2
645,Pothole,Completed,23.26965474540012,77.42926935689738,1,1,0.2816604977806974,422,0,1,2
646,Drainage,Pending,23.27176731987497,77.43036936061173,0,2,0.1767892062507302,223,1,2,2
647,Waste,Pending,23.271304645756825,77.42730574742095,3,2,0.2109681141437846,478,1,1,2
648,Streetlight,Completed,23.26684721568603,77.42805677192298,2,1,0.1328772261940864,319,0,0,2
649,Streetlight,Completed,23.272953080699452,77.4324008278159,2,1,0.1385996971237409,319,0,0,2
650,Drainage,Cancelled,23.272760182708293,77.42868621144207,0,0,0.3530437476015508,223,0,1,2
651,Water Supply,Completed,23.26874887459698,77.42790617803465,4,1,0.2840589001698367,158,0,1,2
652,Waste,Pending,23.270791607066876,77.43107330550507,3,2,0.4607082851772893,478,1,1,2
653,Waste,Pending,23.270988060372567,77.43237140830934,3,2,0.2841642602575118,478,1,1,2
654,Drainage,Pending,23.27052134753165,77.43143790662134,0,2,0.2712704805543389,223,1,2,2
655,Pothole,Pending,23.268899389692308,77.43199209537161,1,2,0.1741090327858662,422,1,1,2
656,Streetlight,Pending,23.268656753264125,77.42848640982287,2,2,0.1784014576453957,319,1,1,2
657,Streetlight,Completed,23.269948891858014,77.42715637866652,2,1,0.2229887802763012,319,0,0,2
658,Streetlight,Completed,23.27234545803852,77.43300266730392,2,1,0.1323653999673172,319,0,0,2
659,Water Supply,Pending,23.27108720030919,77.42935464032232,4,2,0.3211078142399677,158,1,2,2
660,Water Supply,Completed,23.269258771335828,77.4294983339671,4,1,0.1896511156342415,158,0,1,2
661,Streetlight,Pending,23.271543397421297,77.4326563882837,2,2,0.192203876055418,319,1,1,2
662,Waste,Pending,23.26430291475874,77.43111246001881,3,2,0.0462856670501125,478,1,0,2
663,Drainage,Pending,23.272297531400746,77.43091177554417,0,2,0.3292394132858645,223,1,2,2
664,Waste,Pending,23.26652057244244,77.43433000468981,3,2,0.0749371806651106,478,1,1,2
665,Waste,Pending,23.269275118117193,77.42871296353924,3,2,0.358361606366345,478,1,1,2
666,Drainage,Pending,23.267760660210747,77.43185568025616,0,2,0.1762551470968978,223,1,1,2
667,Waste,Pending,23.267410637048556,77.4301140262498,3,2,0.1953682002497226,478,1,1,2
668,Waste,Cancelled,23.272321653574757,77.43053718455774,3,0,0.266710959868462,478,0,0,2
669,Waste,Pending,23.269064597597374,77.43305693685284,3,2,0.1897730863888381,478,1,1,2
670,Drainage,Pending,23.270693007763462,77.43101567151258,0,2,0.442352765099536,223,1,2,2
671,Pothole,Pending,23.26990615884224,77.4310765921581,1,2,0.3748086103974554,422,1,2,2
672,Streetlight,Completed,23.270954081654445,77.43214501467463,2,1,0.2984439729248085,319,0,0,2
673,Waste,Pending,23.27015364378212,77.42927009454093,3,2,0.1992990497147628,478,1,1,2
674,Drainage,Completed,23.267434015551625,77.42832158066533,0,1,0.1146997981114707,223,0,0,2
675,Drainage,Pending,23.271992533638898,77.42791038161197,0,2,0.2035497829849063,223,1,2,2
676,Pothole,Completed,23.269012486833677,77.42606728682125,1,1,0.1036281900067694,422,0,0,2
677,Pothole,Completed,23.26688683620268,77.43411241425989,1,1,0.0957933224880611,422,0,0,2
678,Waste,Pending,23.269143769678067,77.42779358326857,3,2,0.2508095484367026,478,1,1,2
679,Water Supply,Pending,23.273001519581268,77.42955749275283,4,2,0.1579899914779197,158,1,2,2
680,Streetlight,Pending,23.271700443484228,77.42944637340022,2,2,0.3874478587655717,319,1,1,2
681,Water Supply,Completed,23.269302695731184,77.43061481339562,4,1,0.2076594876015563,158,0,1,2
682,Pothole,Pending,23.269301484591363,77.43163147442509,1,2,0.3668483968222202,422,1,2,2
683,Drainage,Pending,23.269356729897567,77.43172094697672,0,2,0.3357424973894797,223,1,2,2
684,Drainage,Cancelled,23.27415349596712,77.42883384512287,0,0,0.0776973980702459,223,0,1,2
685,Streetlight,Pending,23.270763870904464,77.42966575657243,2,2,0.3550721453905956,319,1,1,2
686,Water Supply,Completed,23.27086008329438,77.43056515990098,4,1,0.43160170882405,158,0,1,2
687,Pothole,Completed,23.272060566908063,77.42950261774764,1,1,0.1989601172561421,422,0,1,2
688,Waste,Pending,23.27047757831805,77.43321469115205,3,2,0.1327652439954314,478,1,1,2
689,Streetlight,Pending,23.26948191570836,77.43098194990328,2,2,0.3007470894991407,319,1,1,2
690,Streetlight,Pending,23.26960730030183,77.43146975557211,2,2,0.2810853924394126,319,1,1,2
691,Streetlight,Completed,23.26985679748117,77.43132576253734,2,1,0.2689859668632764,319,0,0,2
692,Waste,Completed,23.26992555552698,77.43234694771498,3,1,0.1673986132716651,478,0,0,2
693,Pothole,Completed,23.271455259087272,77.43036204311741,1,1,0.1875695402234978,422,0,1,2
694,Pothole,Cancelled,23.270103891771615,77.4274063361041,1,0,0.30483016651119,422,0,1,2
695,Pothole,Completed,23.27146528015443,77.43079937590352,1,1,0.391956053868995,422,0,1,2
696,Streetlight,Pending,23.269838566839784,77.42869728621243,2,2,0.3398645457872538,319,1,1,2
697,Streetlight,Pending,23.270157270380633,77.42894276663651,2,2,0.3120034174729691,319,1,1,2
698,Waste,Completed,23.266003598630935,77.43117272803752,3,1,0.063572104707055,478,0,0,2
699,Pothole,Pending,23.271832655349403,77.43247656614287,1,2,0.1886364582061079,422,1,1,2
700,Waste,Pending,23.270692976951796,77.43004254315348,3,2,0.489617796094526,478,1,1,2
701,Waste,Completed,23.271996020219717,77.4306176660252,3,1,0.2181380413230158,478,0,0,2
702,Drainage,Pending,23.264207489243613,77.43340442988928,0,2,0.0318069947532337,223,1,1,2
703,Water Supply,Cancelled,23.274176749409563,77.43048150635899,4,0,0.1533568723813321,158,0,1,2
704,Pothole,Completed,23.26972082074369,77.43520336622836,1,1,0.0674701529042483,422,0,0,2
705,Drainage,Pending,23.272216365633476,77.43113101929127,0,2,0.333494710259891,223,1,2,2
706,Drainage,Cancelled,23.267920188145748,77.4264784744817,0,0,0.1656280928256602,223,0,1,2
707,Drainage,Pending,23.27122554781013,77.43150668324222,0,2,0.1876850331310587,223,1,2,2
708,Waste,Pending,23.267893168873652,77.43076231676977,3,2,0.147447057080905,478,1,1,2
709,Water Supply,Completed,23.26875246207861,77.43257950550817,4,1,0.2807285168474568,158,0,1,2
710,Pothole,Pending,23.273828062707732,77.43134636270254,1,2,0.0950038367364734,422,1,1,2
711,Pothole,Completed,23.269618635198473,77.42972308803203,1,1,0.2137133761852611,422,0,1,2
712,Waste,Pending,23.27043486574636,77.42755140352743,3,2,0.4566470503191929,478,1,1,2
713,Pothole,Completed,23.27174013546138,77.42958195348544,1,1,0.3250768437456439,422,0,1,2
714,Waste,Pending,23.270991363775945,77.42829895909159,3,2,0.2952378706549358,478,1,1,2
715,Waste,Completed,23.27030083781029,77.4288389531004,3,1,0.3479591433957305,478,0,0,2
716,Pothole,Completed,23.270729922004932,77.43117715680884,1,1,0.3748778175607613,422,0,1,2
717,Drainage,Pending,23.274806831170476,77.43333980900871,0,2,0.0491221476451502,223,1,1,2
718,Drainage,Pending,23.269884762405933,77.43078934305966,0,2,0.2516907115047582,223,1,2,2
719,Pothole,Pending,23.27040219809343,77.42760823387593,1,2,0.5033909270666099,422,1,1,2
720,Drainage,Pending,23.272101308792013,77.43088920533644,0,2,0.3039633556134545,223,1,2,2
721,Drainage,Completed,23.272211051865916,77.43239326297329,0,1,0.2605706276183442,223,0,0,2
722,Drainage,Completed,23.27237406061112,77.42878043419137,0,1,0.2089278021702653,223,0,1,2
723,Waste,Pending,23.271277460444058,77.42973196566666,3,2,0.4027745346950633,478,1,1,2
724,Streetlight,Pending,23.26771399017454,77.43002937638947,2,2,0.1948957514558132,319,1,1,2
725,Water Supply,Pending,23.2732668630646,77.42843020337384,4,2,0.2288104000247899,158,1,2,2
726,Streetlight,Completed,23.26770730921396,77.4312965608677,2,1,0.1612771763251711,319,0,0,2
727,Pothole,Pending,23.27060527093048,77.4297581037028,1,2,0.3961072153829846,422,1,2,2
728,Pothole,Cancelled,23.26849144829996,77.43083906488782,1,0,0.3879641088345315,422,0,1,2
729,Streetlight,Completed,23.269871723306817,77.4282250156444,2,1,0.1995226506581467,319,0,0,2
730,Pothole,Pending,23.270657524820606,77.42912508339936,1,2,0.2118847943328843,422,1,2,2
731,Waste,Pending,23.2706427144309,77.43144476271566,3,2,0.258685069734015,478,1,1,2
732,Pothole,Cancelled,23.27084384150847,77.42925433369582,1,0,0.3402179128937159,422,0,1,2
733,Drainage,Pending,23.273227422538117,77.43345392770247,0,2,0.0927426810073965,223,1,1,2
734,Drainage,Pending,23.270907068603027,77.42920072762878,0,2,0.317906714561164,223,1,2,2
735,Waste,Pending,23.26951168672942,77.43044936945151,3,2,0.2155223467889418,478,1,1,2
736,Water Supply,Completed,23.271928174336576,77.43186518166375,4,1,0.2065376201846094,158,0,1,2
737,Pothole,Completed,23.27237894097785,77.42716326853414,1,1,0.1467143001198133,422,0,0,2
738,Streetlight,Completed,23.26754478436973,77.42647838237605,2,1,0.1059265536518407,319,0,0,2
739,Drainage,Completed,23.2711948001397,77.42694868737087,0,1,0.1424855844408702,223,0,0,2
740,Drainage,Completed,23.27140234548462,77.43252516820687,0,1,0.1996376121439367,223,0,1,2
741,Water Supply,Cancelled,23.26940487299328,77.42889628370823,4,0,0.3708612364844666,158,0,1,2
742,Pothole,Pending,23.272751413626622,77.43511639857134,1,2,0.075201827821569,422,1,1,2
743,Drainage,Pending,23.269699888825933,77.42887150480269,0,2,0.2957505551707693,223,1,2,2
744,Waste,Completed,23.270251152906944,77.4303691026064,3,1,0.342300654434107,478,0,0,2
745,Streetlight,Completed,23.269653856351432,77.43308421990514,2,1,0.1847374255701494,319,0,0,2
746,Streetlight,Completed,23.27003115809516,77.43401218577633,2,1,0.0780586886436872,319,0,0,2
747,Streetlight,Pending,23.267807449826208,77.43412300715327,2,2,0.0819278790013012,319,1,1,2
748,Waste,Completed,23.26711989823481,77.43241673246119,3,1,0.1400441336433869,478,0,0,2
749,Drainage,Completed,23.27318901012645,77.43204812505164,0,1,0.1464674059444033,223,0,0,2
750,Waste,Pending,23.268306077303365,77.4311850538984,3,2,0.1960683183039313,478,1,1,2
751,Waste,Pending,23.251556722152333,77.4038023813715,3,2,0.0870020287913903,478,1,1,3
752,Streetlight,Pending,23.24889762856734,77.39987867837237,2,2,0.3816066180249577,319,1,1,3
753,Pothole,Pending,23.248363602233155,77.39858318646618,1,2,0.3452755460169304,422,1,2,3
754,Drainage,Pending,23.24999325108518,77.39697257121477,0,2,0.214719712148357,223,1,1,3
755,Pothole,Completed,23.24965963075495,77.3963937206475,1,1,0.2140062215859846,422,0,0,3
756,Waste,Pending,23.249093543901346,77.396831728114,3,2,0.1967834166267176,478,1,1,3
757,Drainage,Completed,23.251392774894914,77.40053425330203,0,1,0.1929171428197187,223,0,1,3
758,Pothole,Completed,23.25191061041714,77.40101745004647,1,1,0.186054801865433,422,0,0,3
759,Waste,Completed,23.250176813772583,77.39683761859594,3,1,0.2090986296349737,478,0,0,3
760,Streetlight,Pending,23.252955060162112,77.40179007662816,2,2,0.1556807275764219,319,1,1,3
761,Pothole,Pending,23.247716621771733,77.39903387789664,1,2,0.2025844641442555,422,1,1,3
762,Streetlight,Completed,23.24961268108144,77.40029358602398,2,1,0.3768827993201556,319,0,0,3
763,Pothole,Pending,23.248566355358793,77.40322444125651,1,2,0.1143891243281333,422,1,1,3
764,Drainage,Cancelled,23.246266926765855,77.40179367863173,0,0,0.0696337773778686,223,0,0,3
765,Drainage,Completed,23.249834638628315,77.39946293870419,0,1,0.291661347857771,223,0,2,3
766,Streetlight,Completed,23.24975650498323,77.39821761554917,2,1,0.1842954065356048,319,0,0,3
767,Waste,Cancelled,23.253026899486485,77.39569636919735,3,0,0.0617789734654697,478,0,0,3
768,Drainage,Pending,23.25126162336911,77.39856169336151,0,2,0.1926237831230451,223,1,2,3
769,Streetlight,Pending,23.24795162635134,77.39957773952236,2,2,0.2539324534297502,319,1,1,3
770,Streetlight,Completed,23.25370818513267,77.3980256409457,2,1,0.1433269230610291,319,0,0,3
771,Pothole,Pending,23.25244206739105,77.39973748606582,1,2,0.2634686112549525,422,1,1,3
772,Drainage,Cancelled,23.251164195406936,77.40015370376592,0,0,0.3108326814167356,223,0,1,3
773,Streetlight,Pending,23.2495470318023,77.3995502880364,2,2,0.2608778400615261,319,1,1,3
774,Waste,Pending,23.248081121526553,77.39869999483835,3,2,0.2919880202775331,478,1,1,3
775,Pothole,Completed,23.24925558644786,77.40033730934394,1,1,0.2988558269640305,422,0,1,3
776,Drainage,Completed,23.25217749723941,77.40088388129915,0,1,0.2389594404457094,223,0,1,3
777,Waste,Pending,23.253769172611868,77.39781920184512,3,2,0.1193806832346169,478,1,1,3
778,Water Supply,Pending,23.253086487056542,77.4028218647595,4,2,0.1100381130565671,158,1,2,3
779,Streetlight,Completed,23.249022301156423,77.39980282373544,2,1,0.7340084839893499,319,0,0,3
780,Streetlight,Pending,23.24776076513342,77.4000376992459,2,2,0.281274365808803,319,1,1,3
781,Waste,Completed,23.25028177249382,77.40141642884652,3,1,0.1892869298931243,478,0,0,3
782,Waste,Pending,23.24646312126887,77.40046643226253,3,2,0.140578314233626,478,1,1,3
783,Water Supply,Completed,23.25064633542837,77.40190627326783,4,1,0.2815873802861776,158,0,1,3
784,Waste,Completed,23.2497047948274,77.40057424833041,3,1,0.5164380619151142,478,0,0,3
785,Drainage,Pending,23.249067926996265,77.39877512525072,0,2,0.2115748858260912,223,1,2,3
786,Pothole,Completed,23.246810593865465,77.40072300705042,1,1,0.1303411736740192,422,0,0,3
787,Waste,Completed,23.25102720021314,77.39771254758537,3,1,0.2687067741829919,478,0,0,3
788,Waste,Pending,23.248934598320677,77.40021711941156,3,2,0.3603563290217383,478,1,1,3
789,Pothole,Cancelled,23.24766016632858,77.39993354001872,1,0,0.2494643134751417,422,0,1,3
790,Water Supply,Completed,23.244255475573436,77.39958376628546,4,1,0.0819076915207566,158,0,1,3
791,Pothole,Pending,23.249944970189897,77.39974292497713,1,2,0.3861088921681548,422,1,2,3
792,Pothole,Pending,23.25354450319334,77.39623630190901,1,2,0.0728818825497261,422,1,1,3
793,Pothole,Cancelled,23.253322518429098,77.39890255018453,1,0,0.1220518153112032,422,0,0,3
794,Pothole,Pending,23.24908580748683,77.40018568980229,1,2,0.2957099314776547,422,1,2,3
795,Pothole,Completed,23.24879557587928,77.400319712784,1,1,0.3624952958055185,422,0,1,3
796,Drainage,Completed,23.25093754851215,77.39794464971816,0,1,0.2392870660939749,223,0,1,3
797,Pothole,Pending,23.248003229121625,77.40253141568174,1,2,0.1150812769390383,422,1,1,3
798,Pothole,Pending,23.25060358379964,77.39826765030358,1,2,0.3208185252190569,422,1,2,3
799,Waste,Completed,23.25153216055677,77.40193891440106,3,1,0.1956230180481377,478,0,0,3
800,Water Supply,Pending,23.25245386644777,77.40085438872374,4,2,0.2526627892183565,158,1,2,3
801,Waste,Completed,23.24979969184704,77.39870754538032,3,1,0.2986773857113671,478,0,0,3
802,Waste,Pending,23.249592652499647,77.40355062178523,3,2,0.1157395770453118,478,1,1,3
803,Streetlight,Completed,23.248244034826488,77.39761272633649,2,1,0.1427019125156801,319,0,0,3
804,Streetlight,Completed,23.24834623929192,77.40183830834722,2,1,0.1841651190344523,319,0,0,3
805,Pothole,Pending,23.249547042216197,77.40200116463609,1,2,0.1422012425109244,422,1,1,3
806,Pothole,Completed,23.250734731013633,77.39865875958185,1,1,0.478445542716357,422,0,1,3
807,Drainage,Pending,23.251827169252465,77.40278493060013,0,2,0.1954675827824244,223,1,1,3
808,Waste,Pending,23.24839364209864,77.3994999069708,3,2,0.259169226930226,478,1,1,3
809,Drainage,Pending,23.25298537713792,77.40057738725856,0,2,0.1556256873667585,223,1,2,3
810,Streetlight,Completed,23.249457752797916,77.40052064367755,2,1,0.7010304122402523,319,0,0,3
811,Pothole,Pending,23.249957265411304,77.39973138251706,1,2,0.3825430988985305,422,1,2,3
812,Pothole,Completed,23.248505576641705,77.40162161654632,1,1,0.1873341933297259,422,0,0,3
813,Waste,Completed,23.245151519479453,77.40158697744111,3,1,0.0699966755098991,478,0,0,3
814,Drainage,Pending,23.251768090792723,77.39650293605352,0,2,0.1081248903518104,223,1,1,3
815,Pothole,Pending,23.251473687794185,77.40260868048576,1,2,0.2892162261883098,422,1,1,3
816,Pothole,Cancelled,23.249437344885763,77.39667501602393,1,0,0.276843330165139,422,0,0,3
817,Streetlight,Completed,23.25013398143445,77.40206509240869,2,1,0.3521770654049123,319,0,0,3
818,Water Supply,Completed,23.25103187843541,77.40225341027366,4,1,0.2298953090685885,158,0,1,3
819,Pothole,Completed,23.246874908286227,77.39781806713958,1,1,0.0875236555224028,422,0,0,3
820,Water Supply,Pending,23.248941894645306,77.3991783714241,4,2,0.2382196811110916,158,1,2,3
821,Pothole,Completed,23.251588529359243,77.39778859066304,1,1,0.2170295300709205,422,0,0,3
822,Waste,Pending,23.24749142115366,77.39957015793942,3,2,0.1859678216276704,478,1,1,3
823,Waste,Pending,23.250587115864334,77.39938393143163,3,2,0.3334364334361379,478,1,1,3
824,Pothole,Pending,23.247286836390753,77.40155932106454,1,2,0.2030253825301251,422,1,1,3
825,Waste,Pending,23.250932859964863,77.40262061749225,3,2,0.1867897423219436,478,1,1,3
826,Waste,Pending,23.24992871703541,77.40279136762159,3,2,0.1607607162843432,478,1,1,3
827,Water Supply,Cancelled,23.24676973636819,77.39887566394685,4,0,0.0852421613385038,158,0,1,3
828,Drainage,Pending,23.252329478708916,77.39958155625251,0,2,0.2946145335587851,223,1,2,3
829,Streetlight,Completed,23.248530816846404,77.39663312361556,2,1,0.0905317094959771,319,0,0,3
830,Waste,Pending,23.24837949512597,77.39838825986702,3,2,0.2706134838820916,478,1,1,3
831,Waste,Pending,23.250401138394466,77.4019297032662,3,2,0.3025067647459623,478,1,1,3
832,Waste,Completed,23.252297274698854,77.4032311656471,3,1,0.0973287247419723,478,0,0,3
833,Streetlight,Completed,23.247968356362044,77.39753130225624,2,1,0.1135077267480213,319,0,0,3
834,Water Supply,Completed,23.250123359699696,77.3988150714817,4,1,0.3195866434485629,158,0,1,3
835,Pothole,Pending,23.25085763300066,77.39994718848608,1,2,0.3131020158968126,422,1,2,3
836,Waste,Completed,23.251386211214527,77.40056032231765,3,1,0.1853545708797126,478,0,0,3
837,Pothole,Pending,23.250352883110555,77.39838079296017,1,2,0.3617701787474358,422,1,2,3
838,Pothole,Pending,23.24926594432183,77.40084812208893,1,2,0.3326997217307063,422,1,2,3
839,Pothole,Completed,23.248344819558703,77.39905232130586,1,1,0.2624471019867622,422,0,1,3
840,Streetlight,Pending,23.25017228776609,77.39997109545826,2,2,0.2123916111743055,319,1,1,3
841,Streetlight,Pending,23.24785572197603,77.40109256849601,2,2,0.2462976188414122,319,1,1,3
842,Waste,Completed,23.24415729903301,77.40001284453963,3,1,0.0724620829713058,478,0,0,3
843,Waste,Completed,23.250873119608315,77.39912722821896,3,1,0.3276355252692972,478,0,0,3
844,Water Supply,Completed,23.25180786968217,77.39978078039215,4,1,0.3462240069339367,158,0,1,3
845,Waste,Pending,23.245274135128916,77.3998232740816,3,2,0.0640037584484649,478,1,1,3
846,Waste,Pending,23.24798053859058,77.39925997794025,3,2,0.230552949864798,478,1,1,3
847,Waste,Pending,23.25123830852201,77.39948240787467,3,2,0.2240888771567967,478,1,1,3
848,Waste,Cancelled,23.254114990939424,77.40319729434101,3,0,0.0660807763230714,478,0,0,3
849,Pothole,Completed,23.25004158741535,77.40112183889589,1,1,0.3060242210783099,422,0,1,3
850,Drainage,Completed,23.24854399411754,77.39940903936395,0,1,0.2595999152409039,223,0,1,3
851,Pothole,Pending,23.24963420711779,77.40139390880903,1,2,0.4093043952545847,422,1,2,3
852,Pothole,Completed,23.252749752838294,77.3993323610205,1,1,0.2248648628905842,422,0,0,3
853,Streetlight,Pending,23.24870807164175,77.40234624927518,2,2,0.1059354692814554,319,1,1,3
854,Pothole,Completed,23.2484016159867,77.4007392843844,1,1,0.2198782156750917,422,0,1,3
855,Drainage,Cancelled,23.249034512955635,77.399785395712,0,0,0.755009484973046,223,0,1,3
856,Drainage,Cancelled,23.248093342783484,77.40089543385163,0,0,0.272340979104221,223,0,1,3
857,Waste,Pending,23.250245340631988,77.39685824769587,3,2,0.1903270056940003,478,1,0,3
858,Drainage,Pending,23.25324935691694,77.39774646506218,0,2,0.10780891252503,223,1,1,3
859,Pothole,Cancelled,23.250646158546232,77.39761214998721,1,0,0.1827768518521186,422,0,1,3
860,Water Supply,Completed,23.249495292995743,77.40028588618954,4,1,0.4143392629901494,158,0,1,3
861,Pothole,Pending,23.24941637746217,77.40346502999897,1,2,0.1296072275263928,422,1,1,3
862,Water Supply,Completed,23.246873618382608,77.40446260029239,4,1,0.0607492436535588,158,0,1,3
863,Drainage,Pending,23.251766219554295,77.40127610220289,0,2,0.1754800146139774,223,1,2,3
864,Waste,Pending,23.249844325605977,77.40100168894989,3,2,0.3603552702337994,478,1,1,3
865,Pothole,Completed,23.24963904017282,77.3963978845317,1,1,0.2179936772671012,422,0,0,3
866,Water Supply,Completed,23.25638621513569,77.39891465240053,4,1,0.026602871942237,158,0,1,3
867,Drainage,Pending,23.25059750581673,77.39842443249618,0,2,0.3381066106245488,223,1,2,3
