ID,Category,Status,category_encoded,status_encoded,density_score,category_frequency,is_pending,Latitude,Longitude,priority_label
604,Waste,Cancelled,3,0,0.19211427409091955,478,0,23.268706126444588,77.43151831032061,0
605,Pothole,Pending,1,2,0.314440809345993,422,1,23.271396446627225,77.42884697919855,2
606,Waste,Pending,3,2,0.03967904934372405,478,1,23.270786970770843,77.42481791541572,1
607,Streetlight,Completed,2,1,0.1871431165224978,319,0,23.271790386440056,77.4289075111035,0
608,Waste,Pending,3,2,0.30558205079362616,478,1,23.27127034360336,77.43078360801081,1
609,Streetlight,Pending,2,2,0.12671128014382313,319,1,23.272099105430637,77.42704217686246,1
610,Water Supply,Cancelled,4,0,0.3960676389762548,158,0,23.26892952957688,77.43036671983957,1
611,Waste,Cancelled,3,0,0.15334093537205212,478,0,23.272634788131267,77.42996938030166,0
612,Pothole,Pending,1,2,0.31992957545914996,422,1,23.270395199209386,77.4311585829992,2
613,Waste,Cancelled,3,0,0.19424077778186502,478,0,23.27415052174525,77.43023916073683,0
614,Streetlight,Completed,2,1,0.24626119851240785,319,0,23.26862162436382,77.42805386211825,0
615,Streetlight,Pending,2,2,0.13850456170946104,319,1,23.27347192760633,77.43239314300334,1
616,Pothole,Completed,1,1,0.31215789017497725,422,0,23.270395821566925,77.42968294085395,1
617,Pothole,Completed,1,1,0.27502360787442615,422,0,23.26869716399277,77.42994539092099,1
618,Drainage,Cancelled,0,0,0.3208991162517765,223,0,23.26903222833189,77.42813346408187,1
619,Waste,Pending,3,2,0.30043518296760435,478,1,23.26935930538361,77.42911343549763,1
620,Waste,Completed,3,1,0.235131413372578,478,0,23.270848331892804,77.42823039457195,0
621,Drainage,Pending,0,2,0.5059268234100135,223,1,23.271045670976072,77.42965410788015,2
622,Streetlight,Pending,2,2,0.1340060003632522,319,1,23.268852599992123,77.4334234169603,1
623,Drainage,Pending,0,2,0.26553055584831287,223,1,23.269951290815477,77.42725619771414,2
624,Streetlight,Cancelled,2,0,0.04390250701592692,319,0,23.274284540717225,77.42677287720426,0
625,Drainage,Completed,0,1,0.12995999087943103,223,0,23.273455086340203,77.43294234065499,0
626,Pothole,Completed,1,1,0.4148928443156756,422,0,23.27087264733935,77.4295813526457,1
627,Streetlight,Completed,2,1,0.3595808825147202,319,0,23.270076006956337,77.42866185452269,0
628,Water Supply,Pending,4,2,0.21119935589804478,158,1,23.270240062653436,77.4320798093748,2
629,Streetlight,Pending,2,2,0.40395164316402776,319,1,23.27122703594546,77.42878876892053,1
630,Waste,Pending,3,2,0.09355796531986939,478,1,23.267954414869603,77.4336520194271,1
631,Waste,Pending,3,2,0.2694128178286508,478,1,23.269485246925154,77.43135585174268,1
632,Waste,Completed,3,1,0.08563576393463437,478,0,23.266662831852244,77.42902417718372,0
633,Waste,Pending,3,2,0.07025810313270651,478,1,23.27079844624521,77.43431461642653,1
634,Pothole,Pending,1,2,0.4085809384904557,422,1,23.271294391879405,77.428788570154,2
635,Streetlight,Pending,2,2,0.31634273228056975,319,1,23.2690336270754,77.43148419074403,1
636,Streetlight,Pending,2,2,0.19754151071121834,319,1,23.27314797352658,77.43059858516082,1
637,Pothole,Completed,1,1,0.1444226955705894,422,0,23.267548468673994,77.4326034825788,0
638,Streetlight,Cancelled,2,0,0.1315860450685393,319,0,23.26707125023958,77.43312302239346,0
639,Waste,Completed,3,1,0.44684043738255064,478,0,23.27044890363712,77.43006400829813,0
640,Waste,Completed,3,1,0.18974185667136767,478,0,23.272094196605224,77.42849316425931,0
641,Waste,Pending,3,2,0.1300684692390998,478,1,23.273367855382915,77.43091994428589,1
642,Pothole,Pending,1,2,0.3862100285964698,422,1,23.26908223147426,77.4286445692605,2
643,Waste,Pending,3,2,0.08579384638181001,478,1,23.272157361666864,77.43402677449507,1
644,Waste,Completed,3,1,0.7397691238118278,478,0,23.269922983060997,77.43027307066217,0
645,Pothole,Completed,1,1,0.2816604977805185,422,0,23.26965474540012,77.42926935689738,1
646,Drainage,Pending,0,2,0.1767892062506179,223,1,23.27176731987497,77.43036936061173,2
647,Waste,Pending,3,2,0.21096811414365063,478,1,23.271304645756825,77.42730574742095,1
648,Streetlight,Completed,2,1,0.13287722619400202,319,0,23.26684721568603,77.42805677192298,0
649,Streetlight,Completed,2,1,0.13859969712365283,319,0,23.272953080699452,77.4324008278159,0
650,Drainage,Cancelled,0,0,0.3530437476013265,223,0,23.272760182708293,77.42868621144207,1
651,Water Supply,Completed,4,1,0.2840589001696563,158,0,23.26874887459698,77.42790617803465,1
652,Waste,Pending,3,2,0.4607082851769967,478,1,23.270791607066876,77.43107330550507,1
653,Waste,Pending,3,2,0.28416426025733127,478,1,23.270988060372567,77.43237140830934,1
654,Drainage,Pending,0,2,0.2712704805541666,223,1,23.27052134753165,77.43143790662134,2
655,Pothole,Pending,1,2,0.17410903278575565,422,1,23.268899389692308,77.43199209537161,1
656,Streetlight,Pending,2,2,0.17840145764528242,319,1,23.268656753264125,77.42848640982287,1
657,Streetlight,Completed,2,1,0.22298878027615956,319,0,23.269948891858014,77.42715637866652,0
658,Streetlight,Completed,2,1,0.13236539996723315,319,0,23.27234545803852,77.43300266730392,0
659,Water Supply,Pending,4,2,0.32110781423976376,158,1,23.27108720030919,77.42935464032232,2
660,Water Supply,Completed,4,1,0.18965111563412104,158,0,23.269258771335828,77.4294983339671,1
661,Streetlight,Pending,2,2,0.19220387605529587,319,1,23.271543397421297,77.4326563882837,1
662,Waste,Pending,3,2,0.04628566705008313,478,1,23.26430291475874,77.43111246001881,0
663,Drainage,Pending,0,2,0.3292394132856553,223,1,23.272297531400746,77.43091177554417,2
664,Waste,Pending,3,2,0.07493718066506305,478,1,23.26652057244244,77.43433000468981,1
665,Waste,Pending,3,2,0.3583616063661173,478,1,23.269275118117193,77.42871296353924,1
666,Drainage,Pending,0,2,0.17625514709678586,223,1,23.267760660210747,77.43185568025616,1
667,Waste,Pending,3,2,0.19536820024959853,478,1,23.267410637048556,77.4301140262498,1
668,Waste,Cancelled,3,0,0.26671095986829263,478,0,23.272321653574757,77.43053718455774,0
669,Waste,Pending,3,2,0.18977308638871762,478,1,23.269064597597374,77.43305693685284,1
670,Drainage,Pending,0,2,0.44235276509925503,223,1,23.270693007763462,77.43101567151258,2
671,Pothole,Pending,1,2,0.37480861039721736,422,1,23.26990615884224,77.4310765921581,2
672,Streetlight,Completed,2,1,0.29844397292461894,319,0,23.270954081654445,77.43214501467463,0
673,Waste,Pending,3,2,0.19929904971463624,478,1,23.27015364378212,77.42927009454093,1
674,Drainage,Completed,0,1,0.11469979811139785,223,0,23.267434015551625,77.42832158066533,0
675,Drainage,Pending,0,2,0.20354978298477705,223,1,23.271992533638898,77.42791038161197,2
676,Pothole,Completed,1,1,0.10362819000670363,422,0,23.269012486833677,77.42606728682125,0
677,Pothole,Completed,1,1,0.09579332248800028,422,0,23.26688683620268,77.43411241425989,0
678,Waste,Pending,3,2,0.25080954843654335,478,1,23.269143769678067,77.42779358326857,1
679,Water Supply,Pending,4,2,0.15798999147781936,158,1,23.273001519581268,77.42955749275283,2
680,Streetlight,Pending,2,2,0.3874478587653256,319,1,23.271700443484228,77.42944637340022,1
681,Water Supply,Completed,4,1,0.20765948760142444,158,0,23.269302695731184,77.43061481339562,1
682,Pothole,Pending,1,2,0.3668483968219872,422,1,23.269301484591363,77.43163147442509,2
683,Drainage,Pending,0,2,0.3357424973892665,223,1,23.269356729897567,77.43172094697672,2
684,Drainage,Cancelled,0,0,0.07769739807019657,223,0,23.27415349596712,77.42883384512287,1
685,Streetlight,Pending,2,2,0.35507214539037,319,1,23.270763870904464,77.42966575657243,1
686,Water Supply,Completed,4,1,0.43160170882377585,158,0,23.27086008329438,77.43056515990098,1
687,Pothole,Completed,1,1,0.19896011725601576,422,0,23.272060566908063,77.42950261774764,1
688,Waste,Pending,3,2,0.13276524399534706,478,1,23.27047757831805,77.43321469115205,1
689,Streetlight,Pending,2,2,0.3007470894989496,319,1,23.26948191570836,77.43098194990328,1
690,Streetlight,Pending,2,2,0.2810853924392341,319,1,23.26960730030183,77.43146975557211,1
691,Streetlight,Completed,2,1,0.26898596686310555,319,0,23.26985679748117,77.43132576253734,0
692,Waste,Completed,3,1,0.16739861327155878,478,0,23.26992555552698,77.43234694771498,0
693,Pothole,Completed,1,1,0.18756954022337866,422,0,23.271455259087272,77.43036204311741,1
694,Pothole,Cancelled,1,0,0.30483016651099637,422,0,23.270103891771615,77.4274063361041,1
695,Pothole,Completed,1,1,0.39195605386874605,422,0,23.27146528015443,77.43079937590352,1
696,Streetlight,Pending,2,2,0.33986454578703784,319,1,23.269838566839784,77.42869728621243,1
697,Streetlight,Pending,2,2,0.3120034174727709,319,1,23.270157270380633,77.42894276663651,1
698,Waste,Completed,3,1,0.0635721047070147,478,0,23.266003598630935,77.43117272803752,0
699,Pothole,Pending,1,2,0.18863645820598804,422,1,23.271832655349403,77.43247656614287,1
700,Waste,Pending,3,2,0.4896177960942149,478,1,23.270692976951796,77.43004254315348,1
701,Waste,Completed,3,1,0.21813804132287723,478,0,23.271996020219717,77.4306176660252,0
702,Drainage,Pending,0,2,0.031806994753213566,223,1,23.264207489243613,77.43340442988928,1
703,Water Supply,Cancelled,4,0,0.15335687238123472,158,0,23.274176749409563,77.43048150635899,1
704,Pothole,Completed,1,1,0.06747015290420552,422,0,23.26972082074369,77.43520336622836,0
705,Drainage,Pending,0,2,0.33349471025967914,223,1,23.272216365633476,77.43113101929127,2
706,Drainage,Cancelled,0,0,0.165628092825555,223,0,23.267920188145748,77.4264784744817,1
707,Drainage,Pending,0,2,0.1876850331309395,223,1,23.27122554781013,77.43150668324222,2
708,Waste,Pending,3,2,0.14744705708081132,478,1,23.267893168873652,77.43076231676977,1
709,Water Supply,Completed,4,1,0.28072851684727856,158,0,23.26875246207861,77.43257950550817,1
710,Pothole,Pending,1,2,0.09500383673641312,422,1,23.273828062707732,77.43134636270254,1
711,Pothole,Completed,1,1,0.21371337618512534,422,0,23.269618635198473,77.42972308803203,1
712,Waste,Pending,3,2,0.45664705031890285,478,1,23.27043486574636,77.42755140352743,1
713,Pothole,Completed,1,1,0.3250768437454374,422,0,23.27174013546138,77.42958195348544,1
714,Waste,Pending,3,2,0.29523787065474827,478,1,23.270991363775945,77.42829895909159,1
715,Waste,Completed,3,1,0.3479591433955095,478,0,23.27030083781029,77.4288389531004,0
716,Pothole,Completed,1,1,0.3748778175605232,422,0,23.270729922004932,77.43117715680884,1
717,Drainage,Pending,0,2,0.049122147645119005,223,1,23.274806831170476,77.43333980900871,1
718,Drainage,Pending,0,2,0.2516907115045983,223,1,23.269884762405933,77.43078934305966,2
719,Pothole,Pending,1,2,0.5033909270662901,422,1,23.27040219809343,77.42760823387593,1
720,Drainage,Pending,0,2,0.3039633556132614,223,1,23.272101308792013,77.43088920533644,2
721,Drainage,Completed,0,1,0.26057062761817873,223,0,23.272211051865916,77.43239326297329,0
722,Drainage,Completed,0,1,0.20892780217013263,223,0,23.27237406061112,77.42878043419137,1
723,Waste,Pending,3,2,0.40277453469480745,478,1,23.271277460444058,77.42973196566666,1
724,Streetlight,Pending,2,2,0.19489575145568944,319,1,23.26771399017454,77.43002937638947,1
725,Water Supply,Pending,4,2,0.22881040002464456,158,1,23.2732668630646,77.42843020337384,2
726,Streetlight,Completed,2,1,0.16127717632506866,319,0,23.26770730921396,77.4312965608677,0
727,Pothole,Pending,1,2,0.39610721538273297,422,1,23.27060527093048,77.4297581037028,2
728,Pothole,Cancelled,1,0,0.387964108834285,422,0,23.26849144829996,77.43083906488782,1
729,Streetlight,Completed,2,1,0.19952265065801997,319,0,23.269871723306817,77.4282250156444,0
730,Pothole,Pending,1,2,0.21188479433274976,422,1,23.270657524820606,77.42912508339936,2
731,Waste,Pending,3,2,0.25868506973385064,478,1,23.2706427144309,77.43144476271566,1
732,Pothole,Cancelled,1,0,0.34021791289349973,422,0,23.27084384150847,77.42925433369582,1
733,Drainage,Pending,0,2,0.09274268100733761,223,1,23.273227422538117,77.43345392770247,1
734,Drainage,Pending,0,2,0.31790671456096203,223,1,23.270907068603027,77.42920072762878,2
735,Waste,Pending,3,2,0.21552234678880494,478,1,23.26951168672942,77.43044936945151,1
736,Water Supply,Completed,4,1,0.20653762018447827,158,0,23.271928174336576,77.43186518166375,1
737,Pothole,Completed,1,1,0.14671430011972017,422,0,23.27237894097785,77.42716326853414,0
738,Streetlight,Completed,2,1,0.10592655365177348,319,0,23.26754478436973,77.42647838237605,0
739,Drainage,Completed,0,1,0.14248558444077974,223,0,23.2711948001397,77.42694868737087,0
740,Drainage,Completed,0,1,0.1996376121438099,223,0,23.27140234548462,77.43252516820687,1
741,Water Supply,Cancelled,4,0,0.3708612364842311,158,0,23.26940487299328,77.42889628370823,1
742,Pothole,Pending,1,2,0.07520182782152125,422,1,23.272751413626622,77.43511639857134,1
743,Drainage,Pending,0,2,0.29575055517058146,223,1,23.269699888825933,77.42887150480269,2
744,Waste,Completed,3,1,0.3423006544338896,478,0,23.270251152906944,77.4303691026064,0
745,Streetlight,Completed,2,1,0.18473742557003206,319,0,23.269653856351432,77.43308421990514,0
746,Streetlight,Completed,2,1,0.0780586886436376,319,0,23.27003115809516,77.43401218577633,0
747,Streetlight,Pending,2,2,0.08192787900124918,319,1,23.267807449826208,77.43412300715327,1
748,Waste,Completed,3,1,0.14004413364329799,478,0,23.26711989823481,77.43241673246119,0
749,Drainage,Completed,0,1,0.1464674059443103,223,0,23.27318901012645,77.43204812505164,0
750,Waste,Pending,3,2,0.19606831830380675,478,1,23.268306077303365,77.4311850538984,1
751,Waste,Pending,3,2,0.08700202879133502,478,1,23.251556722152333,77.4038023813715,1
752,Streetlight,Pending,2,2,0.38160661802471524,319,1,23.24889762856734,77.39987867837237,1
753,Pothole,Pending,1,2,0.34527554601671107,422,1,23.248363602233155,77.39858318646618,2
754,Drainage,Pending,0,2,0.21471971214822064,223,1,23.24999325108518,77.39697257121477,1
755,Pothole,Completed,1,1,0.21400622158584864,422,0,23.24965963075495,77.3963937206475,0
756,Waste,Pending,3,2,0.19678341662659263,478,1,23.249093543901346,77.396831728114,1
757,Drainage,Completed,0,1,0.19291714281959613,223,0,23.251392774894914,77.40053425330203,1
758,Pothole,Completed,1,1,0.1860548018653148,422,0,23.25191061041714,77.40101745004647,0
759,Waste,Completed,3,1,0.20909862963484085,478,0,23.250176813772583,77.39683761859594,0
760,Streetlight,Pending,2,2,0.15568072757632298,319,1,23.252955060162112,77.40179007662816,1
761,Pothole,Pending,1,2,0.2025844641441268,422,1,23.247716621771733,77.39903387789664,1
762,Streetlight,Completed,2,1,0.37688279931991625,319,0,23.24961268108144,77.40029358602398,0
763,Pothole,Pending,1,2,0.11438912432806066,422,1,23.248566355358793,77.40322444125651,1
764,Drainage,Cancelled,0,0,0.06963377737782445,223,0,23.246266926765855,77.40179367863173,0
765,Drainage,Completed,0,1,0.2916613478575857,223,0,23.249834638628315,77.39946293870419,1
766,Streetlight,Completed,2,1,0.1842954065354878,319,0,23.24975650498323,77.39821761554917,0
767,Waste,Cancelled,3,0,0.061778973465430514,478,0,23.253026899486485,77.39569636919735,0
768,Drainage,Pending,0,2,0.19262378312292272,223,1,23.25126162336911,77.39856169336151,2
769,Streetlight,Pending,2,2,0.25393245342958887,319,1,23.24795162635134,77.39957773952236,1
770,Streetlight,Completed,2,1,0.1433269230609381,319,0,23.25370818513267,77.3980256409457,0
771,Pothole,Pending,1,2,0.2634686112547851,422,1,23.25244206739105,77.39973748606582,1
772,Drainage,Cancelled,0,0,0.31083268141653814,223,0,23.251164195406936,77.40015370376592,1
773,Streetlight,Pending,2,2,0.2608778400613604,319,1,23.2495470318023,77.3995502880364,1
774,Waste,Pending,3,2,0.2919880202773476,478,1,23.248081121526553,77.39869999483835,1
775,Pothole,Completed,1,1,0.2988558269638407,422,0,23.24925558644786,77.40033730934394,1
776,Drainage,Completed,0,1,0.2389594404455576,223,0,23.25217749723941,77.40088388129915,1
777,Waste,Pending,3,2,0.11938068323454107,478,1,23.253769172611868,77.39781920184512,1
778,Water Supply,Pending,4,2,0.11003811305649727,158,1,23.253086487056542,77.4028218647595,2
779,Streetlight,Completed,2,1,0.7340084839888836,319,0,23.249022301156423,77.39980282373544,0
780,Streetlight,Pending,2,2,0.2812743658086244,319,1,23.24776076513342,77.4000376992459,1
781,Waste,Completed,3,1,0.18928692989300408,478,0,23.25028177249382,77.40141642884652,0
782,Waste,Pending,3,2,0.14057831423353667,478,1,23.24646312126887,77.40046643226253,1
783,Water Supply,Completed,4,1,0.2815873802859987,158,0,23.25064633542837,77.40190627326783,1
784,Waste,Completed,3,1,0.5164380619147861,478,0,23.2497047948274,77.40057424833041,0
785,Drainage,Pending,0,2,0.21157488582595682,223,1,23.249067926996265,77.39877512525072,2
786,Pothole,Completed,1,1,0.13034117367393644,422,0,23.246810593865465,77.40072300705042,0
787,Waste,Completed,3,1,0.26870677418282124,478,0,23.25102720021314,77.39771254758537,0
788,Waste,Pending,3,2,0.3603563290215094,478,1,23.248934598320677,77.40021711941156,1
789,Pothole,Cancelled,1,0,0.24946431347498327,422,0,23.24766016632858,77.39993354001872,1
790,Water Supply,Completed,4,1,0.08190769152070458,158,0,23.244255475573436,77.39958376628546,1
791,Pothole,Pending,1,2,0.38610889216790956,422,1,23.249944970189897,77.39974292497713,2
792,Pothole,Pending,1,2,0.07288188254967984,422,1,23.25354450319334,77.39623630190901,1
793,Pothole,Cancelled,1,0,0.1220518153111257,422,0,23.253322518429098,77.39890255018453,0
794,Pothole,Pending,1,2,0.2957099314774668,422,1,23.24908580748683,77.40018568980229,2
795,Pothole,Completed,1,1,0.3624952958052882,422,0,23.24879557587928,77.400319712784,1
796,Drainage,Completed,0,1,0.23928706609382294,223,0,23.25093754851215,77.39794464971816,1
797,Pothole,Pending,1,2,0.11508127693896522,422,1,23.248003229121625,77.40253141568174,1
798,Pothole,Pending,1,2,0.3208185252188532,422,1,23.25060358379964,77.39826765030358,2
799,Waste,Completed,3,1,0.1956230180480134,478,0,23.25153216055677,77.40193891440106,0
800,Water Supply,Pending,4,2,0.25266278921819596,158,1,23.25245386644777,77.40085438872374,2
801,Waste,Completed,3,1,0.2986773857111774,478,0,23.24979969184704,77.39870754538032,0
802,Waste,Pending,3,2,0.11573957704523835,478,1,23.249592652499647,77.40355062178523,1
803,Streetlight,Completed,2,1,0.14270191251558953,319,0,23.248244034826488,77.39761272633649,0
804,Streetlight,Completed,2,1,0.18416511903433533,319,0,23.24834623929192,77.40183830834722,0
805,Pothole,Pending,1,2,0.14220124251083413,422,1,23.249547042216197,77.40200116463609,1
806,Pothole,Completed,1,1,0.47844554271605305,422,0,23.250734731013633,77.39865875958185,1
807,Drainage,Pending,0,2,0.19546758278230025,223,1,23.251827169252465,77.40278493060013,1
808,Waste,Pending,3,2,0.2591692269300614,478,1,23.24839364209864,77.3994999069708,1
809,Drainage,Pending,0,2,0.1556256873666597,223,1,23.25298537713792,77.40057738725856,2
810,Streetlight,Completed,2,1,0.701030412239807,319,0,23.249457752797916,77.40052064367755,0
811,Pothole,Pending,1,2,0.38254309889828747,422,1,23.249957265411304,77.39973138251706,2
812,Pothole,Completed,1,1,0.18733419332960696,422,0,23.248505576641705,77.40162161654632,0
813,Waste,Completed,3,1,0.0699966755098547,478,0,23.245151519479453,77.40158697744111,0
814,Drainage,Pending,0,2,0.1081248903517418,223,1,23.251768090792723,77.39650293605352,1
815,Pothole,Pending,1,2,0.28921622618812615,422,1,23.251473687794185,77.40260868048576,1
816,Pothole,Cancelled,1,0,0.2768433301649632,422,0,23.249437344885763,77.39667501602393,0
817,Streetlight,Completed,2,1,0.35217706540468857,319,0,23.25013398143445,77.40206509240869,0
818,Water Supply,Completed,4,1,0.2298953090684425,158,0,23.25103187843541,77.40225341027366,1
819,Pothole,Completed,1,1,0.08752365552234723,422,0,23.246874908286227,77.39781806713958,0
820,Water Supply,Pending,4,2,0.2382196811109403,158,1,23.248941894645306,77.3991783714241,2
821,Pothole,Completed,1,1,0.21702953007078266,422,0,23.251588529359243,77.39778859066304,0
822,Waste,Pending,3,2,0.18596782162755235,478,1,23.24749142115366,77.39957015793942,1
823,Waste,Pending,3,2,0.33343643343592616,478,1,23.250587115864334,77.39938393143163,1
824,Pothole,Pending,1,2,0.20302538252999616,422,1,23.247286836390753,77.40155932106454,1
825,Waste,Pending,3,2,0.186789742321825,478,1,23.250932859964863,77.40262061749225,1
826,Waste,Pending,3,2,0.1607607162842411,478,1,23.24992871703541,77.40279136762159,1
827,Water Supply,Cancelled,4,0,0.08524216133844968,158,0,23.24676973636819,77.39887566394685,1
828,Drainage,Pending,0,2,0.2946145335585979,223,1,23.252329478708916,77.39958155625251,2
829,Streetlight,Completed,2,1,0.09053170949591964,319,0,23.248530816846404,77.39663312361556,0
830,Waste,Pending,3,2,0.2706134838819197,478,1,23.24837949512597,77.39838825986702,1
831,Waste,Pending,3,2,0.30250676474577015,478,1,23.250401138394466,77.4019297032662,1
832,Waste,Completed,3,1,0.09732872474191054,478,0,23.252297274698854,77.4032311656471,0
833,Streetlight,Completed,2,1,0.11350772674794919,319,0,23.247968356362044,77.39753130225624,0
834,Water Supply,Completed,4,1,0.31958664344835996,158,0,23.250123359699696,77.3988150714817,1
835,Pothole,Pending,1,2,0.3131020158966137,422,1,23.25085763300066,77.39994718848608,2
836,Waste,Completed,3,1,0.1853545708795949,478,0,23.251386211214527,77.40056032231765,0
837,Pothole,Pending,1,2,0.361770178747206,422,1,23.250352883110555,77.39838079296017,2
838,Pothole,Pending,1,2,0.3326997217304949,422,1,23.24926594432183,77.40084812208893,2
839,Pothole,Completed,1,1,0.2624471019865955,422,0,23.248344819558703,77.39905232130586,1
840,Streetlight,Pending,2,2,0.21239161117417057,319,1,23.25017228776609,77.39997109545826,1
841,Streetlight,Pending,2,2,0.2462976188412558,319,1,23.24785572197603,77.40109256849601,1
842,Waste,Completed,3,1,0.07246208297125985,478,0,23.24415729903301,77.40001284453963,0
843,Waste,Completed,3,1,0.3276355252690891,478,0,23.250873119608315,77.39912722821896,0
844,Water Supply,Completed,4,1,0.34622400693371674,158,0,23.25180786968217,77.39978078039215,1
845,Waste,Pending,3,2,0.06400375844842432,478,1,23.245274135128916,77.3998232740816,1
846,Waste,Pending,3,2,0.2305529498646516,478,1,23.24798053859058,77.39925997794025,1
847,Waste,Pending,3,2,0.2240888771566544,478,1,23.25123830852201,77.39948240787467,1
848,Waste,Cancelled,3,0,0.06608077632302946,478,0,23.254114990939424,77.40319729434101,0
849,Pothole,Completed,1,1,0.30602422107811555,422,0,23.25004158741535,77.40112183889589,1
850,Drainage,Completed,0,1,0.259599915240739,223,0,23.24854399411754,77.39940903936395,1
851,Pothole,Pending,1,2,0.40930439525432466,422,1,23.24963420711779,77.40139390880903,2
852,Pothole,Completed,1,1,0.22486486289044133,422,0,23.252749752838294,77.3993323610205,0
853,Streetlight,Pending,2,2,0.10593546928138813,319,1,23.24870807164175,77.40234624927518,1
854,Pothole,Completed,1,1,0.219878215674952,422,0,23.2484016159867,77.4007392843844,1
855,Drainage,Cancelled,0,0,0.7550094849725664,223,0,23.249034512955635,77.399785395712,1
856,Drainage,Cancelled,0,0,0.27234097910404803,223,0,23.248093342783484,77.40089543385163,1
857,Waste,Pending,3,2,0.19032700569387942,478,1,23.250245340631988,77.39685824769587,1
858,Drainage,Pending,0,2,0.10780891252496154,223,1,23.25324935691694,77.39774646506218,1
859,Pothole,Cancelled,1,0,0.18277685185200251,422,0,23.250646158546232,77.39761214998721,1
860,Water Supply,Completed,4,1,0.41433926298988616,158,0,23.249495292995743,77.40028588618954,1
861,Pothole,Pending,1,2,0.12960722752631051,422,1,23.24941637746217,77.40346502999897,1
862,Water Supply,Completed,4,1,0.060749243653520246,158,0,23.246873618382608,77.40446260029239,1
863,Drainage,Pending,0,2,0.17548001461386592,223,1,23.251766219554295,77.40127610220289,2
864,Waste,Pending,3,2,0.36035527023357045,478,1,23.249844325605977,77.40100168894989,1
865,Pothole,Completed,1,1,0.2179936772669628,422,0,23.24963904017282,77.3963978845317,0
866,Water Supply,Completed,4,1,0.026602871942220115,158,0,23.25638621513569,77.39891465240053,1
867,Drainage,Pending,0,2,0.338106610624334,223,1,23.25059750581673,77.39842443249618,2
868,Waste,Pending,3,2,0.4770007478185713,478,1,23.24849641789981,77.39875830480351,1
869,Streetlight,Completed,2,1,0.5410902526779711,319,0,23.249147284807588,77.39966371236284,0
870,Pothole,Completed,1,1,0.1607848944794886,422,0,23.252296891418393,77.39905581884462,0
871,Waste,Completed,3,1,0.16779066496695624,478,0,23.250226540821075,77.39604140037926,0
872,Pothole,Pending,1,2,0.16274912406067998,422,1,23.247123444043364,77.40149582051224,1
873,Waste,Cancelled,3,0,0.1982543055345734,478,0,23.25183845786915,77.39785451394853,0
874,Drainage,Cancelled,0,0,0.23937292100551064,223,0,23.24866371182892,77.40047849372823,1
875,Pothole,Pending,1,2,0.043940678818945776,422,1,23.253746595552435,77.4041481653395,1
876,Drainage,Pending,0,2,0.15933699117306263,223,1,23.25216009613143,77.39816123081684,2
877,Waste,Completed,3,1,0.05034067067326143,478,0,23.249105356208684,77.39493942495452,0
878,Pothole,Completed,1,1,0.26276687066245447,422,0,23.25256203272347,77.39942799155625,0
879,Waste,Cancelled,3,0,0.2989503023620921,478,0,23.250135711021056,77.40220191927,0
880,Waste,Completed,3,1,0.08168353947565632,478,0,23.251705547350245,77.40391669490845,0
881,Waste,Completed,3,1,0.2889635778617029,478,0,23.25096946563459,77.3975409008111,0
882,Waste,Pending,3,2,0.21060899390666218,478,1,23.248307286690014,77.40099339844647,1
883,Streetlight,Pending,2,2,0.2803862209665252,319,1,23.248712900335367,77.39906937908644,1
884,Waste,Pending,3,2,0.3428416381519692,478,1,23.25205992163516,77.3997881032914,1
885,Pothole,Completed,1,1,0.04090999372756687,422,0,23.249330449335787,77.40528868669404,0
886,Pothole,Completed,1,1,0.19777201007860937,422,0,23.249192703073515,77.39699405934321,0
887,Drainage,Pending,0,2,0.24332982930688382,223,1,23.248089754841303,77.400507479323,1
888,Water Supply,Completed,4,1,0.12880453183973486,158,0,23.250847198131183,77.40093538634353,1
889,Pothole,Pending,1,2,0.09415974307115949,422,1,23.254125049838485,77.40217157264989,1
890,Pothole,Completed,1,1,0.2637210737136794,422,0,23.247864934171492,77.40019596630695,1
891,Waste,Pending,3,2,0.3746384311648731,478,1,23.250048438913343,77.40061610107901,1
892,Water Supply,Completed,4,1,0.1857721130713398,158,0,23.252824441110832,77.39921670286516,1
893,Waste,Completed,3,1,0.4099743622407646,478,0,23.24984071721751,77.4005382538825,0
894,Waste,Completed,3,1,0.35126085169209,478,0,23.2509047435925,77.39931361544902,0
895,Waste,Cancelled,3,0,0.19798389226135585,478,0,23.247875212943708,77.40124314377972,0
896,Pothole,Pending,1,2,0.4015791153789804,422,1,23.250856614194415,77.39926077932792,2
897,Waste,Pending,3,2,0.359886521718451,478,1,23.249625711469992,77.40075420078782,1
898,Drainage,Pending,0,2,0.5722894600391226,223,1,23.25197145999136,77.39994147437264,2
899,Waste,Pending,3,2,0.13965424180675948,478,1,23.252374772103128,77.40225210050156,1
900,Streetlight,Completed,2,1,0.033605265640574956,319,0,23.25517912728404,77.39989721255283,0
901,Waste,Completed,3,1,0.1030477980653294,478,0,23.251159266346427,77.39645393506359,0
902,Waste,Completed,3,1,0.1882207985664534,478,0,23.250651592633165,77.40252384300143,0
903,Water Supply,Pending,4,2,0.28724043897729923,158,1,23.250388768603155,77.39818853539828,2
904,Waste,Completed,3,1,0.19331012902856656,478,0,23.249293667414378,77.3986924673227,0
905,Drainage,Pending,0,2,0.40903434385407633,223,1,23.250676967686925,77.39880867741192,2
